pres12,vote12,age,race,degree,sei10,rincom06,partyid,sex
2,1,80,1,1,66.09999999999999,.i,6,2
.i,2,51,1,1,21.8,1,3,2
1,1,71,1,0,32,.i,1,1
2,1,39,1,1,87.90000000000001,20,4,1
2,1,84,1,1,35.8,.i,6,2
1,1,43,2,1,25.1,19,3,1
2,1,70,1,1,56.9,.i,5,1
1,1,58,1,1,27.7,17,0,2
2,1,82,1,1,38.8,.i,6,2
2,1,37,1,3,77.40000000000001,22,4,1
.i,2,30,3,1,18.6,14,1,1
1,1,58,1,4,46.6,22,0,2
1,1,89,1,1,.i,.i,1,1
2,1,80,1,1,35.8,.i,5,2
2,1,66,1,0,14,5,3,2
2,1,30,1,3,25,9,4,2
1,1,57,1,1,38.3,19,5,2
2,1,55,1,4,62,21,6,1
1,1,64,1,3,62,20,3,1
2,1,58,1,1,32,21,4,2
.i,2,44,1,1,39.6,18,1,2
.i,2,31,1,1,14,19,3,1
2,1,31,1,4,92,23,6,2
2,1,64,1,1,56.9,23,6,1
.i,2,27,2,1,85.2,17,1,1
2,1,59,1,2,84.2,19,4,1
1,1,38,1,2,24.2,5,2,2
.i,.d,29,1,1,23.8,14,5,1
1,1,75,1,1,14,.i,1,1
.i,2,45,1,1,26.9,18,4,2
.i,2,44,1,1,19.6,9,4,2
.i,3,29,3,0,18.8,16,3,2
1,1,79,1,1,45.1,.i,5,1
.i,3,34,3,3,17.1,15,3,1
1,1,85,1,1,52.1,.i,2,1
.i,2,66,1,4,92.8,25,3,1
.i,2,26,1,2,69.3,18,2,2
.n,.n,66,1,1,21.6,.i,3,2
1,1,65,1,1,38.8,13,2,2
2,1,65,1,1,39.2,19,6,2
3,1,56,1,0,33.2,17,4,1
.i,2,56,1,1,50.4,.i,6,1
.i,2,34,1,0,23.3,.i,2,1
1,1,55,2,1,23.3,8,0,1
2,1,53,1,3,39.2,.i,6,1
1,1,82,1,4,75.5,.i,2,1
.i,2,29,1,1,20.7,8,1,1
.i,2,52,1,3,74.8,19,3,1
1,1,23,1,1,23.3,.i,2,1
2,1,33,1,1,65.3,18,6,1
2,1,56,1,3,64.90000000000001,23,7,1
2,1,28,1,3,24.2,13,4,1
2,1,76,1,1,38.8,.i,5,2
.i,2,33,1,1,23.3,19,4,1
2,1,68,1,1,23.8,.i,6,1
1,1,44,1,1,37.6,16,2,1
2,1,74,1,0,24.2,.i,6,2
1,1,55,1,3,76.3,17,2,2
2,1,67,1,1,39.7,18,6,1
1,1,59,1,4,84.2,20,2,2
1,1,55,2,1,38.1,12,1,2
.i,.d,45,2,0,21.6,.i,2,2
.i,2,56,2,0,35.3,18,5,1
2,1,27,1,1,27,14,6,2
2,1,34,1,0,27,9,3,2
1,1,61,2,1,63.1,.i,2,1
1,1,30,2,3,41.1,18,0,2
.i,2,25,3,3,83.8,2,5,1
1,1,56,2,1,24.6,.i,0,1
2,1,58,1,1,86.7,19,6,1
.i,2,38,1,1,12.6,5,3,2
.i,2,26,2,1,19.6,2,1,2
1,1,71,1,1,39.2,.i,5,2
1,1,44,2,0,21.3,12,0,1
1,1,35,2,3,43,13,1,2
1,1,38,2,4,41.1,18,0,2
1,1,53,2,0,13.6,12,6,2
.i,2,28,2,1,20.1,11,3,2
.i,.d,84,1,1,52.5,.i,7,1
.i,3,50,3,1,25.2,9,0,1
1,1,65,2,0,13.6,3,0,2
.i,2,26,1,1,62,11,4,1
2,1,52,1,1,80.90000000000001,13,6,2
.i,2,59,2,1,20.7,.i,0,1
1,1,54,1,1,43.4,.i,2,1
.i,2,44,1,1,56.8,22,6,2
.i,2,67,1,0,.i,.i,3,2
1,1,63,1,1,24.2,11,2,2
2,1,29,1,3,80.90000000000001,17,5,2
2,1,60,1,4,82.5,18,5,1
.i,2,20,1,1,45.4,4,5,1
2,1,65,1,1,39.7,1,3,2
.i,2,27,3,1,57.5,.i,3,1
.i,2,53,1,1,20.7,.i,3,2
.i,2,67,1,1,26.1,13,0,2
.i,2,30,1,2,24.6,16,5,2
.i,3,19,1,1,24.2,3,2,2
2,1,79,1,1,65.3,.i,5,1
.i,2,33,1,1,53.2,.i,1,1
1,1,75,1,0,61.2,10,3,1
2,1,79,1,0,39.7,.i,6,2
.i,2,32,1,0,28.6,.i,4,2
1,1,70,1,4,84.5,.i,2,2
.i,2,58,1,0,24,11,4,1
.i,2,73,3,0,28.4,.i,3,1
.i,2,45,1,0,28.4,19,2,1
1,1,33,1,0,13.6,.i,3,2
.i,2,80,1,0,32,.i,2,1
1,1,64,3,0,25.2,.i,0,1
1,1,54,1,1,24.2,16,3,2
3,1,53,1,1,67.7,20,4,1
.i,3,42,1,2,.i,.i,3,2
1,1,31,1,0,14.8,.i,3,2
3,1,54,1,1,57.4,22,6,1
2,1,78,1,0,19.6,.i,3,2
.i,2,28,3,1,32.6,.i,3,2
.i,2,37,1,3,31.9,.i,1,2
.i,3,18,1,1,37.2,.i,5,1
2,1,37,1,3,80.90000000000001,19,6,2
.i,2,43,3,0,21.3,21,3,1
.i,3,19,3,0,.i,.i,3,2
.i,2,39,3,1,46,25,7,1
.i,3,52,3,0,12.6,15,3,2
.i,2,22,3,0,23.8,1,1,1
.i,2,35,3,1,62,5,3,2
.i,2,25,1,1,27,18,3,2
1,1,51,1,1,53.2,19,2,1
.i,2,30,1,0,.i,.i,0,2
.i,3,70,1,0,13.6,.i,3,2
.i,2,30,1,1,37.6,8,1,2
1,1,59,2,1,19.6,2,0,2
1,1,49,2,0,12.6,3,0,1
.i,3,29,1,1,43,.i,5,2
.i,2,30,1,3,.i,.a,5,1
2,1,62,3,0,69.3,16,6,2
2,1,35,1,2,37.2,15,6,2
2,1,55,1,3,67.7,25,5,1
.i,.d,77,1,2,43,.i,5,2
1,1,78,1,4,80.90000000000001,.i,0,2
2,1,89,1,1,56.9,.i,5,2
2,1,41,1,4,72.7,19,3,2
.n,1,53,1,2,50.4,19,5,1
2,1,74,1,4,20.1,.i,6,2
2,1,78,1,1,57.5,.i,3,1
1,1,46,1,1,38.2,.i,1,2
1,1,60,1,3,39.7,.i,2,1
3,1,61,3,1,20.1,14,5,2
1,1,48,1,1,32.6,18,3,1
.i,2,21,3,1,18.6,2,0,1
1,1,77,1,3,84.2,.i,2,2
2,1,25,1,1,60.5,9,4,2
.i,2,36,1,1,45.4,16,3,1
.i,2,32,1,1,43,12,3,1
.i,3,19,1,0,.i,.i,2,2
1,1,29,1,4,86.09999999999999,20,1,2
2,1,60,1,1,23.8,14,6,1
1,1,34,3,1,21.8,.i,2,2
3,1,77,1,1,38.3,.i,3,2
1,1,57,1,4,62.9,18,0,2
1,1,24,1,3,37.6,.i,1,2
1,1,31,1,2,65.3,18,3,1
1,1,63,1,1,12.6,.i,1,2
2,1,78,1,4,80.90000000000001,.i,5,2
.n,1,86,1,3,80.90000000000001,.i,3,2
2,1,21,1,1,13.3,.i,5,1
2,1,39,1,3,71.59999999999999,.i,6,1
.n,1,61,1,1,20.8,13,3,2
.i,2,70,3,0,20.7,.i,1,2
1,1,43,1,4,82.5,18,2,2
2,1,43,3,3,87.90000000000001,21,5,2
2,1,61,1,3,21.6,.i,6,2
1,1,58,1,4,80.90000000000001,14,2,1
2,1,34,1,4,75.7,21,6,2
2,1,24,3,3,23.7,11,7,1
1,1,55,1,1,78.3,23,2,1
1,1,26,2,1,85.90000000000001,17,1,1
2,1,53,1,1,67.7,14,6,2
1,1,56,1,4,88.7,21,2,2
1,1,60,1,1,67.7,.i,2,2
.i,2,33,1,3,36.2,19,3,1
1,1,38,1,1,52.6,18,3,2
1,1,61,2,1,12.6,9,1,2
.i,2,65,1,1,20.7,15,3,1
1,1,48,1,1,20.9,18,2,1
.i,2,32,2,0,28.7,20,4,1
.i,2,23,1,1,41,.a,2,1
.i,2,38,1,0,28.6,.i,3,2
.i,2,61,1,2,77.7,15,3,1
1,1,48,2,1,23.3,15,0,1
1,1,25,1,1,37.8,15,0,2
2,1,77,1,1,67.7,.i,4,1
.i,2,29,1,1,25.2,.i,5,1
1,1,64,1,1,54.6,17,4,2
.i,2,63,1,1,21.8,.i,5,2
.i,2,23,1,1,64.5,2,4,2
1,1,67,1,1,38.9,15,0,2
.i,3,28,1,0,28.4,.a,3,1
.i,2,22,1,1,.i,.i,4,1
.i,3,43,3,0,.i,.i,1,2
.i,3,30,1,0,12.6,.i,3,2
1,1,43,1,1,46.5,19,1,1
.i,2,39,1,1,31.2,13,3,1
1,1,56,1,0,34.7,18,1,1
1,1,86,3,0,20.7,.i,0,2
.i,3,29,3,0,14,11,3,1
1,1,70,3,1,49.4,.i,1,2
1,1,59,1,1,56.9,.i,3,1
1,1,.n,1,3,80.90000000000001,.i,1,2
2,1,67,1,1,41.1,.i,4,2
1,1,27,1,2,26.9,16,0,1
1,1,62,1,3,28.6,22,1,1
2,1,41,1,1,43,.i,6,2
.i,2,89,1,1,35.8,.i,1,2
2,1,35,1,1,76.3,14,6,2
1,1,42,2,1,21.6,13,0,2
.i,2,37,3,1,43.9,18,3,1
.i,2,36,1,1,14.8,.i,3,2
.i,2,35,3,1,.i,.i,7,1
.i,2,26,3,4,63.7,7,2,1
1,1,76,3,0,20.7,.i,0,1
1,1,33,1,1,60.3,18,1,1
.i,3,66,1,0,21.6,.i,3,2
.i,2,37,3,1,.i,.i,3,2
1,1,67,2,2,.i,.i,1,1
.i,2,24,1,0,25.2,.i,3,1
.i,2,53,3,0,52.5,14,3,2
1,1,30,1,3,54.6,6,3,2
.i,2,41,1,0,.i,.i,2,2
.i,2,57,3,1,21.6,.i,1,1
.i,2,57,1,1,37.2,.i,3,2
1,1,83,1,1,56.8,.i,1,2
.i,2,76,1,0,19.6,.i,3,2
1,1,68,1,1,.i,.i,3,2
1,1,57,1,2,17.1,.i,3,2
.i,2,41,1,0,38.3,16,3,2
.i,2,27,1,1,59.1,15,1,1
.i,2,55,1,0,24.2,.i,5,2
1,1,64,1,1,73.90000000000001,.i,0,2
1,1,45,1,4,84.5,21,2,1
1,1,54,1,3,85.2,.i,0,1
.i,2,30,1,3,39.2,8,1,2
4,1,88,1,0,38.3,.i,3,2
.i,2,63,1,1,43.9,.i,2,2
3,1,54,1,1,37.6,19,4,1
.n,1,.n,3,3,50.3,.i,3,2
1,1,51,1,1,38.3,16,2,2
2,1,43,1,3,57.8,.i,5,2
1,1,52,1,1,67.8,21,2,1
.i,.d,27,1,3,29.2,3,1,2
.i,2,48,1,1,23,11,5,1
2,1,70,1,1,62.6,.i,4,2
2,1,62,1,1,56.9,25,4,2
2,1,31,1,2,84.2,5,5,2
2,1,54,1,3,77,.i,5,2
2,1,39,1,3,62.1,19,6,2
3,1,88,1,1,51.9,.i,3,1
1,1,36,1,3,73.90000000000001,21,0,1
1,1,65,1,1,67.7,25,3,1
2,1,29,1,1,38.8,.i,5,2
1,1,33,1,2,13.6,14,3,2
.i,2,24,3,3,39.7,.i,3,1
.i,3,24,1,1,27.2,10,6,1
1,1,20,1,2,13.6,4,2,2
2,1,65,1,3,77.40000000000001,20,6,1
.i,2,58,1,0,20.5,.i,6,1
2,1,79,1,1,39.9,13,5,1
.i,2,79,1,1,28.7,.i,5,1
2,1,40,1,3,56.9,18,3,1
4,1,44,1,2,37.2,17,3,2
2,1,74,1,1,33.9,.i,6,1
1,1,68,1,1,25.7,14,4,2
.i,2,27,1,1,35.8,.a,3,2
1,1,72,1,2,65.3,18,3,2
3,1,47,1,3,65.3,19,4,1
.i,2,39,1,1,39.7,15,3,1
1,1,36,3,2,49.2,9,2,2
2,1,33,1,1,54.6,19,3,1
3,1,23,3,2,52,11,2,1
1,1,40,1,3,33.4,16,0,2
1,1,29,1,3,86.7,9,0,1
1,1,37,1,4,84.5,19,1,1
.i,2,26,1,2,39.7,10,2,1
3,1,67,1,1,46,.i,3,1
1,1,34,1,1,24.2,9,5,2
.i,2,27,1,1,19.6,16,4,1
.i,2,45,1,0,12.6,2,3,2
1,1,32,1,3,85.8,18,1,1
.i,2,32,3,1,33.2,17,7,1
.i,2,24,3,2,21.6,.i,3,1
.i,2,27,1,3,37.6,.i,3,1
1,1,55,1,1,52.5,21,2,1
1,1,37,1,3,67.7,.i,1,1
1,1,70,1,1,51.5,.i,0,1
1,1,53,1,1,13.6,9,1,1
2,1,59,1,1,68.59999999999999,.i,7,1
2,1,63,1,1,35.8,9,5,2
.i,2,53,1,1,46.5,21,1,1
.i,2,21,3,1,43.9,7,3,1
2,1,61,1,3,86.5,22,4,1
.n,.n,71,1,1,20.9,.i,1,1
.i,2,65,1,1,.i,.i,3,1
.i,2,49,1,1,32,.i,2,2
1,1,65,1,1,20.1,.i,3,1
2,1,32,1,3,62.1,.i,4,2
2,1,54,1,1,.i,.a,6,1
2,1,71,1,4,41.1,.i,7,2
.i,3,38,3,0,23.3,.i,4,1
1,1,88,1,0,12.6,.i,0,2
1,1,76,1,1,32,.i,2,1
.i,2,32,3,1,17.1,.i,4,1
1,1,26,1,0,.i,.i,5,2
1,1,34,1,4,84.5,23,1,2
1,1,60,1,1,31,19,2,1
.i,2,53,1,1,.i,.a,3,1
.i,2,36,1,1,24.2,.i,3,2
2,1,25,1,1,61.2,13,5,2
2,1,53,1,4,84.5,9,6,2
.i,3,34,1,0,13.6,.i,3,2
2,1,56,1,1,14,14,5,2
.i,2,35,3,1,25,3,1,2
.i,3,30,2,2,50.4,15,3,1
.i,2,47,1,1,23.8,12,2,2
.i,2,26,1,1,28.7,8,2,1
2,1,33,1,1,50.4,16,3,1
2,1,32,1,1,53.6,16,4,2
1,1,42,1,4,84.5,21,1,2
.i,2,29,1,2,36.4,.i,5,2
.i,2,26,1,1,50.4,16,2,1
.i,3,43,3,4,86.09999999999999,.i,4,2
.i,2,28,1,1,50.4,18,6,1
.d,1,41,1,2,50.4,19,6,2
.i,2,36,1,1,61.4,.i,2,2
1,1,48,2,3,50.4,17,0,1
2,1,28,3,3,50.4,21,5,1
2,1,37,1,3,73.5,20,4,1
.n,1,61,1,1,12.6,.a,3,2
.i,2,40,1,1,24.2,20,3,1
1,1,24,1,1,27,4,0,2
.i,2,21,2,0,20.7,.i,1,1
1,1,58,1,1,20.7,2,1,1
2,1,47,1,2,45.1,18,4,1
3,1,31,1,1,.i,.a,5,2
.i,2,44,1,1,65.09999999999999,23,4,1
2,1,27,1,3,65.3,19,4,1
.i,2,65,1,3,74.8,.i,2,1
2,1,42,1,1,57.5,7,2,2
.i,2,31,1,4,59.1,21,3,2
2,1,66,1,4,77.40000000000001,18,4,1
2,1,47,1,1,73.59999999999999,1,3,2
.i,2,49,1,0,39.7,11,3,2
.i,.d,52,1,0,31,.i,1,1
2,1,79,1,1,22.1,.i,5,1
2,1,64,1,2,38.8,.i,4,2
.i,2,42,1,0,27,.i,3,2
.i,2,58,1,1,32,19,3,1
2,1,59,1,1,32,22,4,1
.i,2,55,1,1,78.3,8,3,2
.i,2,35,1,0,21.6,.i,2,2
1,1,44,1,1,36.2,1,3,1
.i,2,43,1,1,24.6,.i,6,1
.i,2,25,1,1,14,6,5,1
.i,2,58,1,0,23.3,13,1,1
2,1,62,1,3,69.3,.i,3,1
2,1,48,1,3,42.7,25,5,1
2,1,64,1,3,68.59999999999999,.i,3,1
.i,2,49,1,1,41,20,4,1
.i,2,38,1,3,75.5,19,4,1
1,1,33,1,3,60.5,.i,0,2
2,1,58,1,3,80.90000000000001,18,6,2
2,1,41,1,2,28.6,10,6,2
2,1,70,1,4,50.4,20,4,2
2,1,56,1,1,32,18,6,1
2,1,62,1,1,34.4,.i,5,1
1,1,62,1,3,50.4,21,0,1
1,1,63,1,0,43.9,.i,0,1
2,1,30,1,1,58.1,15,1,1
.i,2,46,1,0,19.6,3,1,2
.i,2,50,2,1,33.2,.i,5,2
2,1,30,1,1,62.6,18,5,1
2,1,68,1,0,41,.i,2,2
2,1,60,1,1,69.3,19,4,2
2,1,29,1,1,21.8,.i,0,2
2,1,37,1,0,76.3,.i,4,2
.i,2,47,2,1,24.2,13,0,2
2,1,51,1,1,39.9,25,6,1
.i,3,39,3,3,80.90000000000001,9,3,2
.i,2,70,1,0,14,.i,1,2
.i,2,26,1,1,39.7,18,3,2
1,1,58,1,1,84.2,20,1,2
2,1,58,1,1,32,.i,6,1
2,1,62,1,4,83.8,25,7,1
1,1,41,1,3,69.3,20,2,1
3,1,48,1,2,24.2,13,3,2
.i,2,33,1,2,.i,.i,5,2
.i,2,51,1,2,68,18,3,1
3,1,62,1,4,62.6,18,4,1
.i,2,40,1,1,32.8,14,2,1
3,1,41,1,1,45.3,15,1,2
2,1,65,1,1,61.4,.a,4,2
2,1,39,1,2,84.2,20,6,2
1,1,49,1,3,84.2,.i,0,2
2,1,76,1,4,77.40000000000001,.i,6,1
.i,2,70,1,1,65.3,.i,1,2
2,1,53,1,0,19.6,.i,3,2
3,1,55,1,1,39.9,.a,7,2
1,1,59,1,1,12.6,8,0,2
.i,2,73,1,1,43,.i,2,1
1,1,78,1,1,18.8,.i,0,2
.i,2,32,1,1,.i,.i,3,2
1,1,41,1,3,46.6,16,0,2
.i,2,62,1,1,46.6,20,5,1
.i,2,58,1,1,37.2,16,3,2
2,1,39,1,1,53.2,22,5,1
2,1,43,1,1,23.3,.i,3,1
.i,2,22,1,1,50.4,17,7,1
.i,2,33,2,1,63.1,19,5,1
.i,2,27,1,3,30.9,14,1,1
1,1,46,1,3,80.90000000000001,18,0,2
4,1,62,1,3,32,16,4,1
.i,2,28,2,1,39.1,18,1,1
2,1,75,1,0,20.7,.i,1,1
.i,2,43,1,0,38.3,2,5,2
2,1,31,1,2,37.6,19,4,1
.i,2,32,2,3,23.8,.i,1,1
2,1,23,1,1,35.3,15,5,1
.i,2,25,1,1,38.8,.i,7,2
.i,2,45,2,4,35.8,16,5,2
.i,2,34,1,1,65.3,.i,5,2
.i,2,57,1,2,52,15,2,1
2,1,70,1,2,50.4,.i,3,1
.i,2,39,1,1,65.3,13,2,2
2,1,63,1,1,75.2,.i,6,2
.i,2,59,1,0,20.7,.i,5,2
2,1,58,1,1,63.1,19,4,1
.i,2,30,2,2,50.4,.a,5,2
1,1,31,1,1,23.3,2,0,1
1,1,27,1,1,30.9,.i,0,1
2,1,43,1,4,87.90000000000001,20,6,1
2,1,31,1,1,59.1,.i,6,1
1,1,44,2,2,38.8,10,1,2
2,1,26,1,3,45.3,.i,5,2
.i,2,24,1,1,50.4,17,4,2
.i,2,38,1,1,50.4,.i,2,1
.i,2,38,3,0,21.6,.i,3,2
1,1,51,2,1,56.9,.i,2,2
1,1,44,2,2,50.4,20,1,1
.i,2,67,1,0,28.6,17,3,2
2,1,65,1,1,85.2,14,5,1
1,1,85,1,1,73.90000000000001,.i,0,2
.i,3,20,3,1,14.6,.a,3,2
.i,3,19,1,1,19.6,3,2,2
.i,2,45,1,0,27.1,5,3,2
.n,1,74,1,1,13.6,1,.n,2
1,1,31,1,1,65.3,16,2,2
1,1,54,3,1,52.1,17,1,2
1,1,82,1,3,92,.i,5,1
.i,2,49,1,1,32,24,3,1
.d,1,50,3,1,13.6,10,2,2
.i,2,21,3,1,44.6,11,3,2
1,1,37,3,2,21.6,.i,4,2
.i,2,42,3,3,21,13,3,2
2,1,83,1,1,38.8,.i,6,2
.i,.d,86,1,1,24.2,.i,6,2
.i,2,60,1,1,23.3,14,3,1
1,1,77,1,1,84.2,.i,2,2
2,1,44,1,3,14,.i,5,1
2,1,54,1,3,43,9,5,1
.i,2,48,1,1,32,19,7,1
2,1,76,1,3,84.2,15,6,1
.n,1,64,1,1,43.9,.a,5,2
2,1,64,1,1,13.6,17,2,2
.i,2,32,1,1,46,23,4,1
1,1,50,1,1,32,19,3,1
2,1,47,1,1,20.8,7,4,2
1,1,34,3,0,.i,.i,1,2
1,1,59,1,2,73.40000000000001,15,1,2
.n,1,40,1,4,92.8,25,4,1
1,1,52,1,1,14.4,.i,1,2
2,1,79,1,3,77.2,.i,6,2
1,1,24,3,1,39.7,10,2,1
.i,3,24,1,3,13.3,13,1,2
.i,2,23,1,1,25.7,3,0,2
.i,2,26,1,1,26.5,6,2,2
1,1,30,1,1,57,12,1,2
.i,2,28,1,1,36.2,18,2,1
1,1,49,1,1,28.7,21,2,1
.i,2,27,3,1,13.6,10,3,2
2,1,38,1,3,39.7,18,3,2
1,1,27,1,1,72.7,15,1,2
2,1,54,1,3,59.1,18,6,2
2,1,49,1,4,62.6,18,5,1
2,1,38,1,1,14.8,1,6,2
1,1,61,1,1,32,17,1,1
1,1,64,1,1,62.6,.i,2,2
.i,2,49,1,1,22.9,.i,0,1
.i,2,28,1,1,43.9,19,2,1
.i,2,40,1,2,42.9,14,1,2
.i,2,20,1,1,23.3,1,4,1
1,1,35,1,1,45.1,16,1,1
2,1,56,1,1,20.7,16,4,2
1,1,54,1,1,31.2,18,1,1
.i,2,24,1,1,36.2,15,5,1
.i,2,38,1,4,38.8,18,1,1
.i,2,47,1,1,68.59999999999999,19,1,2
2,1,55,1,3,84.2,17,5,1
1,1,54,1,4,59.1,18,1,2
1,1,69,1,1,38.8,.i,1,2
.i,2,30,1,0,12.6,9,4,2
.i,2,39,1,3,57.4,.i,3,2
1,1,54,1,3,60.5,19,1,2
.n,1,58,1,2,28.7,.i,.n,2
2,1,64,1,1,70.09999999999999,.i,6,1
1,1,58,1,3,67.7,21,2,1
.i,2,26,1,1,26.9,.i,1,1
2,1,51,1,2,64.2,20,6,1
1,1,51,1,1,12.6,7,5,2
.i,.d,57,1,0,14,.i,0,2
2,1,31,1,1,24.2,8,6,2
.i,2,44,1,1,32,20,3,1
2,1,63,1,3,80.90000000000001,19,6,2
1,1,27,1,1,39.7,18,1,2
.i,2,48,1,0,42.2,21,3,1
1,1,58,1,1,58.4,20,1,2
2,1,31,1,3,86.5,22,5,1
2,1,39,1,1,25,21,6,1
3,1,30,1,3,63.2,21,3,1
.i,2,79,1,1,24.2,.i,2,2
.i,2,53,1,0,25.2,.i,1,1
.i,2,48,1,1,31.6,.i,3,2
2,1,69,1,1,28.4,.i,6,1
2,1,67,1,4,92.8,25,4,1
1,1,87,1,0,21.6,.i,0,2
.i,2,45,1,4,82.5,19,3,2
1,1,81,1,1,43.9,.i,5,1
2,1,57,1,1,39.9,.a,6,1
.i,2,72,1,0,23.8,.i,1,2
1,1,29,1,2,84.2,18,0,2
2,1,48,1,1,24.6,12,6,2
.i,2,35,1,0,.i,.i,3,1
.i,3,23,3,0,43.9,5,3,1
1,1,42,2,2,43,14,0,2
1,1,57,2,1,27,.i,1,2
1,1,70,2,0,14,.i,0,2
1,1,39,2,1,21.6,.i,0,2
1,1,31,2,1,35.8,.i,0,2
.i,2,38,3,0,37.1,12,3,2
1,1,56,2,1,14,.i,0,2
2,1,87,1,1,38.8,.i,6,2
.i,2,34,3,1,.i,.i,2,2
1,1,62,2,0,24.2,11,0,2
.i,3,62,3,0,14,12,2,1
2,1,59,1,0,68.59999999999999,.i,5,1
1,1,62,2,1,46.5,5,0,2
1,1,52,2,1,51.8,15,1,2
1,1,81,2,0,25,.i,0,1
.i,.d,84,1,1,28.7,.i,1,1
.i,2,26,2,1,23.3,18,2,2
2,1,71,1,2,39.9,13,5,1
1,1,37,2,0,43,.i,0,2
2,1,74,1,1,55.1,11,6,1
2,1,50,1,1,29.6,14,3,2
1,1,40,2,3,51.8,18,3,1
2,1,66,1,1,53.6,.i,4,2
1,1,40,2,2,24.2,.i,3,2
2,1,61,1,3,60.5,.i,6,2
.i,2,24,1,1,28.7,2,1,1
.i,3,20,2,1,20.7,13,3,1
.i,2,40,1,1,35.8,14,5,2
2,1,56,1,1,52.5,19,6,1
1,1,64,2,1,38.2,18,0,1
2,1,84,1,0,24.2,.i,5,2
2,1,38,3,1,28.7,.a,6,1
.i,3,34,3,0,24.1,10,3,1
.i,3,35,3,0,14,7,3,2
1,1,65,2,4,63.7,.i,0,2
1,1,71,1,1,56.9,.i,1,2
2,1,38,1,3,43,25,5,2
1,1,53,1,2,46.6,20,2,1
1,1,64,2,1,46.5,.i,0,1
1,1,72,3,2,80.90000000000001,.i,1,2
1,1,37,2,4,71.8,15,0,2
.i,2,28,2,1,13.6,.i,2,2
.i,2,55,1,1,45.1,15,5,2
2,1,48,1,1,32,.i,1,2
2,1,53,1,1,24.6,14,6,2
.i,2,45,1,0,37.6,10,3,1
2,1,56,1,1,67.8,14,6,2
2,1,86,1,2,38.8,.i,4,2
1,1,46,2,1,23.8,.i,0,2
.i,2,29,2,1,43.9,.i,0,1
1,1,26,2,1,27,15,6,2
.i,2,75,1,1,13.2,.i,4,2
1,1,46,2,1,28.5,10,0,2
1,1,83,1,1,59.9,.i,0,2
2,1,25,1,1,25.7,7,4,2
.i,2,55,1,1,84.2,9,3,2
.i,.d,56,1,1,13.6,13,4,2
2,1,43,1,1,.i,.i,1,2
2,1,77,1,1,21.6,.i,6,2
.i,2,37,1,1,21.6,.i,3,2
.i,2,67,1,1,24.2,.i,0,2
.i,2,43,1,1,20.7,13,3,1
.i,2,53,1,1,23.3,15,4,1
2,1,79,1,1,.i,.i,.n,2
.i,2,35,1,1,30.3,.i,3,2
4,1,58,1,1,24.6,.i,1,2
2,1,67,1,2,84.2,.i,4,2
2,1,88,1,1,.i,.i,2,2
.i,.d,54,1,1,14.8,.i,5,2
.i,2,22,1,0,14,1,.n,1
.i,2,41,1,2,30,14,3,2
.i,2,38,1,1,14.4,3,5,2
1,1,46,1,1,32,16,0,1
.i,2,49,1,1,13.6,.i,4,2
.i,2,34,1,2,52,18,3,1
.i,2,54,1,1,13.6,.i,3,2
.i,2,34,1,1,57.8,12,2,2
1,1,69,1,4,91.09999999999999,.i,2,2
.i,2,36,1,1,46.5,.i,3,2
1,1,65,1,4,70.3,19,1,1
1,1,48,1,3,41.1,14,0,2
1,1,38,1,1,19.6,9,1,2
.i,2,30,1,1,39.7,4,2,1
2,1,48,1,3,84.2,8,5,2
2,1,49,1,1,41,16,4,2
1,1,54,1,3,68.59999999999999,16,2,1
2,1,49,1,3,82.5,18,5,1
1,1,53,1,3,67.8,18,1,2
1,1,52,1,3,63.1,19,1,1
1,1,82,1,4,86.8,.i,0,1
1,1,63,1,3,80.90000000000001,.i,2,2
.i,2,54,1,1,25.1,16,4,1
1,1,62,1,1,24.1,18,4,1
2,1,40,1,1,20.7,2,5,1
1,1,33,1,1,73.59999999999999,.i,3,2
.i,2,75,1,1,24.6,.a,6,2
.i,2,89,1,2,80.90000000000001,.i,5,2
2,1,56,1,1,23.3,18,3,1
1,1,24,1,1,38.1,9,2,1
.i,2,27,1,1,38.3,17,1,1
1,1,71,1,1,42.9,13,4,2
